Departamento,Municipio_limpio,KeyMpio,PA11_COD_ETNIA,Pueblo,POBLACION_2018
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,25,Yamalero ,1.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,30,Andoke,3.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,40,Arhuaco,31.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,50,Wiwa,12.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,60,Bara,1.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,70,Barasano,4.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,80,Bari ,4.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,90,Betoye,2.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,110,Kawiyarí ,4.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,130,Carapana,1.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,150,Chimila ,4.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,160,Chiricoa ,7.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,170,Cocama ,2.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,180,Coconuco ,4.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,190,Coreguaje,3.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,200,Pijao,48.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,210,Awá,1.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,220,Cubeo,6.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,240,Cuna Tule ,36.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,260,Desano,6.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,270,Dujos,1.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,280,Emberá,167.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,281,Emberá Katío,211.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,282,Emberá Chamí ,355.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,283,Eperara Siapidara ,4.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,284,Emberá Dobida,34.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,285,Nutabe,43.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,290,Misak ,4.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,310,Wanano ,2.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,320,Guayabero ,3.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,330,Cañamomo Lomaprieta,43.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,340,Inga ,77.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,350,Kamëntsa ,10.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,370,Kogui ,1.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,410,Makuna ,2.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,431,Kakua,2.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,470,Muisca,9.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,500,Nasa,54.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,501,Polindara ,1.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,510,Piapoco,4.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,520,Piaroa,1.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,550,Puinave,1.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,560,Pastos ,46.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,565,Quillacinga ,22.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,580,Sikuani ,5.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,600,Siriano ,4.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,620,Tanimuka ,4.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,640,Tatuyo,5.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,650,Totoró,1.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,680,Tukano,3.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,690,U`Wa ,2.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,710,Wounan,6.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,720,Wayuu,133.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,730,Muruí,14.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,750,Yanacona ,11.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,800,Zenú ,308.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,820,Mokana,4.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,830,Otavaleño,3.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,840,Kichwa,54.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,850,Kankuamo,10.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,855,Tayronas,2.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,860,Chitarero,1.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,870,Quimbaya,2.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,880,Calima,3.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,900,Indígenas Ecuador (Diferente De Otavaleños),8.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,910,Indígenas Peru,2.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,920,Indígenas Venezuela,1.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,930,Indígenas Mexico,1.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,960,Indigenas Bolivia ,2.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,970,Maya (Guatemala),4.0
ANTIOQUIA,MEDELLÍN,ANTIOQUIA|MEDELLÍN,999,Indigena Sin Información,201.0
ANTIOQUIA,ABEJORRAL,ANTIOQUIA|ABEJORRAL,282,Emberá Chamí ,2.0
ANTIOQUIA,AMAGÁ,ANTIOQUIA|AMAGÁ,280,Emberá,2.0
ANTIOQUIA,AMAGÁ,ANTIOQUIA|AMAGÁ,282,Emberá Chamí ,4.0
ANTIOQUIA,AMAGÁ,ANTIOQUIA|AMAGÁ,800,Zenú ,2.0
ANTIOQUIA,AMAGÁ,ANTIOQUIA|AMAGÁ,880,Calima,1.0
ANTIOQUIA,AMALFI,ANTIOQUIA|AMALFI,40,Arhuaco,1.0
ANTIOQUIA,AMALFI,ANTIOQUIA|AMALFI,180,Coconuco ,1.0
ANTIOQUIA,ANDES,ANTIOQUIA|ANDES,40,Arhuaco,1.0
ANTIOQUIA,ANDES,ANTIOQUIA|ANDES,240,Cuna Tule ,1.0
ANTIOQUIA,ANDES,ANTIOQUIA|ANDES,280,Emberá,95.0
ANTIOQUIA,ANDES,ANTIOQUIA|ANDES,281,Emberá Katío,90.0
ANTIOQUIA,ANDES,ANTIOQUIA|ANDES,282,Emberá Chamí ,54.0
ANTIOQUIA,ANDES,ANTIOQUIA|ANDES,500,Nasa,1.0
ANTIOQUIA,ANDES,ANTIOQUIA|ANDES,800,Zenú ,4.0
ANTIOQUIA,ANDES,ANTIOQUIA|ANDES,999,Indigena Sin Información,2.0
ANTIOQUIA,ANGELÓPOLIS,ANTIOQUIA|ANGELÓPOLIS,282,Emberá Chamí ,3.0
ANTIOQUIA,ANORÍ,ANTIOQUIA|ANORÍ,40,Arhuaco,3.0
ANTIOQUIA,ANORÍ,ANTIOQUIA|ANORÍ,200,Pijao,1.0
ANTIOQUIA,ANORÍ,ANTIOQUIA|ANORÍ,280,Emberá,8.0
ANTIOQUIA,ANORÍ,ANTIOQUIA|ANORÍ,281,Emberá Katío,12.0
ANTIOQUIA,ANORÍ,ANTIOQUIA|ANORÍ,282,Emberá Chamí ,79.0
ANTIOQUIA,ANORÍ,ANTIOQUIA|ANORÍ,285,Nutabe,1.0
ANTIOQUIA,ANORÍ,ANTIOQUIA|ANORÍ,370,Kogui ,5.0
ANTIOQUIA,ANORÍ,ANTIOQUIA|ANORÍ,640,Tatuyo,1.0
ANTIOQUIA,ANORÍ,ANTIOQUIA|ANORÍ,800,Zenú ,50.0
ANTIOQUIA,ANORÍ,ANTIOQUIA|ANORÍ,830,Otavaleño,4.0
ANTIOQUIA,ANORÍ,ANTIOQUIA|ANORÍ,999,Indigena Sin Información,3.0
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA|SANTA FÉ DE ANTIOQUIA,30,Andoke,1.0
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA|SANTA FÉ DE ANTIOQUIA,280,Emberá,3.0
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA|SANTA FÉ DE ANTIOQUIA,281,Emberá Katío,3.0
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA|SANTA FÉ DE ANTIOQUIA,282,Emberá Chamí ,8.0
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA|SANTA FÉ DE ANTIOQUIA,330,Cañamomo Lomaprieta,1.0
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA|SANTA FÉ DE ANTIOQUIA,500,Nasa,2.0
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA|SANTA FÉ DE ANTIOQUIA,720,Wayuu,1.0
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA|SANTA FÉ DE ANTIOQUIA,750,Yanacona ,1.0
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA|SANTA FÉ DE ANTIOQUIA,800,Zenú ,3.0
ANTIOQUIA,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA|SANTA FÉ DE ANTIOQUIA,999,Indigena Sin Información,1.0
ANTIOQUIA,ANZÁ,ANTIOQUIA|ANZÁ,50,Wiwa,1.0
ANTIOQUIA,ANZÁ,ANTIOQUIA|ANZÁ,330,Cañamomo Lomaprieta,1.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,40,Arhuaco,1.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,150,Chimila ,3.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,240,Cuna Tule ,13.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,280,Emberá,97.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,281,Emberá Katío,347.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,282,Emberá Chamí ,189.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,284,Emberá Dobida,3.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,285,Nutabe,7.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,320,Guayabero ,1.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,330,Cañamomo Lomaprieta,1.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,500,Nasa,1.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,640,Tatuyo,3.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,660,Tikuna ,2.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,670,Tsiripu ,1.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,720,Wayuu,6.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,730,Muruí,2.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,750,Yanacona ,1.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,800,Zenú ,122.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,840,Kichwa,5.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,850,Kankuamo,1.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,870,Quimbaya,1.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,900,Indígenas Ecuador (Diferente De Otavaleños),1.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,910,Indígenas Peru,1.0
ANTIOQUIA,APARTADÓ,ANTIOQUIA|APARTADÓ,999,Indigena Sin Información,1.0
ANTIOQUIA,ARBOLETES,ANTIOQUIA|ARBOLETES,40,Arhuaco,2.0
ANTIOQUIA,ARBOLETES,ANTIOQUIA|ARBOLETES,110,Kawiyarí ,1.0
ANTIOQUIA,ARBOLETES,ANTIOQUIA|ARBOLETES,240,Cuna Tule ,14.0
ANTIOQUIA,ARBOLETES,ANTIOQUIA|ARBOLETES,280,Emberá,1.0
ANTIOQUIA,ARBOLETES,ANTIOQUIA|ARBOLETES,281,Emberá Katío,54.0
ANTIOQUIA,ARBOLETES,ANTIOQUIA|ARBOLETES,282,Emberá Chamí ,2.0
ANTIOQUIA,ARBOLETES,ANTIOQUIA|ARBOLETES,285,Nutabe,1.0
ANTIOQUIA,ARBOLETES,ANTIOQUIA|ARBOLETES,640,Tatuyo,1.0
ANTIOQUIA,ARBOLETES,ANTIOQUIA|ARBOLETES,800,Zenú ,878.0
ANTIOQUIA,ARBOLETES,ANTIOQUIA|ARBOLETES,999,Indigena Sin Información,4.0
ANTIOQUIA,ARGELIA,ANTIOQUIA|ARGELIA,282,Emberá Chamí ,1.0
ANTIOQUIA,ARGELIA,ANTIOQUIA|ARGELIA,720,Wayuu,1.0
ANTIOQUIA,ARMENIA,ANTIOQUIA|ARMENIA,200,Pijao,3.0
ANTIOQUIA,BARBOSA,ANTIOQUIA|BARBOSA,30,Andoke,1.0
ANTIOQUIA,BARBOSA,ANTIOQUIA|BARBOSA,40,Arhuaco,3.0
ANTIOQUIA,BARBOSA,ANTIOQUIA|BARBOSA,50,Wiwa,1.0
ANTIOQUIA,BARBOSA,ANTIOQUIA|BARBOSA,282,Emberá Chamí ,11.0
ANTIOQUIA,BARBOSA,ANTIOQUIA|BARBOSA,360,Kofán,2.0
ANTIOQUIA,BARBOSA,ANTIOQUIA|BARBOSA,800,Zenú ,2.0
ANTIOQUIA,BELMIRA,ANTIOQUIA|BELMIRA,800,Zenú ,1.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,40,Arhuaco,4.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,50,Wiwa,1.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,60,Bara,1.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,80,Bari ,3.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,100,Bora,4.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,200,Pijao,13.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,230,Cuiba,1.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,240,Cuna Tule ,3.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,280,Emberá,27.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,281,Emberá Katío,54.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,282,Emberá Chamí ,84.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,283,Eperara Siapidara ,2.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,284,Emberá Dobida,1.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,285,Nutabe,6.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,291,Ambaló,1.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,320,Guayabero ,1.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,330,Cañamomo Lomaprieta,3.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,340,Inga ,4.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,410,Makuna ,1.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,470,Muisca,1.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,500,Nasa,2.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,560,Pastos ,2.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,580,Sikuani ,4.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,690,U`Wa ,1.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,720,Wayuu,12.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,730,Muruí,3.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,750,Yanacona ,2.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,800,Zenú ,42.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,840,Kichwa,8.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,920,Indígenas Venezuela,1.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,950,Indígenas Panama,1.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,970,Maya (Guatemala),1.0
ANTIOQUIA,BELLO,ANTIOQUIA|BELLO,999,Indigena Sin Información,9.0
ANTIOQUIA,BETANIA,ANTIOQUIA|BETANIA,280,Emberá,11.0
ANTIOQUIA,BETANIA,ANTIOQUIA|BETANIA,282,Emberá Chamí ,7.0
ANTIOQUIA,BETANIA,ANTIOQUIA|BETANIA,330,Cañamomo Lomaprieta,1.0
ANTIOQUIA,BETANIA,ANTIOQUIA|BETANIA,710,Wounan,1.0
ANTIOQUIA,BETANIA,ANTIOQUIA|BETANIA,720,Wayuu,1.0
ANTIOQUIA,BETANIA,ANTIOQUIA|BETANIA,800,Zenú ,11.0
ANTIOQUIA,BETULIA,ANTIOQUIA|BETULIA,30,Andoke,5.0
ANTIOQUIA,BETULIA,ANTIOQUIA|BETULIA,50,Wiwa,6.0
ANTIOQUIA,BETULIA,ANTIOQUIA|BETULIA,280,Emberá,11.0
ANTIOQUIA,BETULIA,ANTIOQUIA|BETULIA,281,Emberá Katío,2.0
ANTIOQUIA,BETULIA,ANTIOQUIA|BETULIA,500,Nasa,1.0
ANTIOQUIA,BETULIA,ANTIOQUIA|BETULIA,800,Zenú ,1.0
ANTIOQUIA,BETULIA,ANTIOQUIA|BETULIA,999,Indigena Sin Información,1.0
ANTIOQUIA,CIUDAD BOLÍVAR,ANTIOQUIA|CIUDAD BOLÍVAR,100,Bora,1.0
ANTIOQUIA,CIUDAD BOLÍVAR,ANTIOQUIA|CIUDAD BOLÍVAR,240,Cuna Tule ,3.0
ANTIOQUIA,CIUDAD BOLÍVAR,ANTIOQUIA|CIUDAD BOLÍVAR,280,Emberá,2.0
ANTIOQUIA,CIUDAD BOLÍVAR,ANTIOQUIA|CIUDAD BOLÍVAR,281,Emberá Katío,15.0
ANTIOQUIA,CIUDAD BOLÍVAR,ANTIOQUIA|CIUDAD BOLÍVAR,282,Emberá Chamí ,226.0
ANTIOQUIA,CIUDAD BOLÍVAR,ANTIOQUIA|CIUDAD BOLÍVAR,750,Yanacona ,1.0
ANTIOQUIA,CIUDAD BOLÍVAR,ANTIOQUIA|CIUDAD BOLÍVAR,999,Indigena Sin Información,7.0
ANTIOQUIA,BRICEÑO,ANTIOQUIA|BRICEÑO,25,Yamalero ,1.0
ANTIOQUIA,BRICEÑO,ANTIOQUIA|BRICEÑO,40,Arhuaco,1.0
ANTIOQUIA,BRICEÑO,ANTIOQUIA|BRICEÑO,999,Indigena Sin Información,1.0
ANTIOQUIA,CÁCERES,ANTIOQUIA|CÁCERES,40,Arhuaco,3.0
ANTIOQUIA,CÁCERES,ANTIOQUIA|CÁCERES,60,Bara,1.0
ANTIOQUIA,CÁCERES,ANTIOQUIA|CÁCERES,280,Emberá,11.0
ANTIOQUIA,CÁCERES,ANTIOQUIA|CÁCERES,281,Emberá Katío,29.0
ANTIOQUIA,CÁCERES,ANTIOQUIA|CÁCERES,282,Emberá Chamí ,37.0
ANTIOQUIA,CÁCERES,ANTIOQUIA|CÁCERES,470,Muisca,2.0
ANTIOQUIA,CÁCERES,ANTIOQUIA|CÁCERES,590,Siona,12.0
ANTIOQUIA,CÁCERES,ANTIOQUIA|CÁCERES,720,Wayuu,2.0
ANTIOQUIA,CÁCERES,ANTIOQUIA|CÁCERES,800,Zenú ,1577.0
ANTIOQUIA,CAICEDO,ANTIOQUIA|CAICEDO,281,Emberá Katío,1.0
ANTIOQUIA,CALDAS,ANTIOQUIA|CALDAS,40,Arhuaco,1.0
ANTIOQUIA,CALDAS,ANTIOQUIA|CALDAS,280,Emberá,5.0
ANTIOQUIA,CALDAS,ANTIOQUIA|CALDAS,500,Nasa,4.0
ANTIOQUIA,CALDAS,ANTIOQUIA|CALDAS,720,Wayuu,1.0
ANTIOQUIA,CALDAS,ANTIOQUIA|CALDAS,800,Zenú ,33.0
ANTIOQUIA,CALDAS,ANTIOQUIA|CALDAS,860,Chitarero,1.0
ANTIOQUIA,CALDAS,ANTIOQUIA|CALDAS,870,Quimbaya,3.0
ANTIOQUIA,CALDAS,ANTIOQUIA|CALDAS,999,Indigena Sin Información,1.0
ANTIOQUIA,CAÑASGORDAS,ANTIOQUIA|CAÑASGORDAS,340,Inga ,1.0
ANTIOQUIA,CAÑASGORDAS,ANTIOQUIA|CAÑASGORDAS,660,Tikuna ,1.0
ANTIOQUIA,CAÑASGORDAS,ANTIOQUIA|CAÑASGORDAS,800,Zenú ,1.0
ANTIOQUIA,CARAMANTA,ANTIOQUIA|CARAMANTA,282,Emberá Chamí ,1.0
ANTIOQUIA,CAREPA,ANTIOQUIA|CAREPA,30,Andoke,1.0
ANTIOQUIA,CAREPA,ANTIOQUIA|CAREPA,280,Emberá,13.0
ANTIOQUIA,CAREPA,ANTIOQUIA|CAREPA,281,Emberá Katío,14.0
ANTIOQUIA,CAREPA,ANTIOQUIA|CAREPA,282,Emberá Chamí ,9.0
ANTIOQUIA,CAREPA,ANTIOQUIA|CAREPA,340,Inga ,3.0
ANTIOQUIA,CAREPA,ANTIOQUIA|CAREPA,500,Nasa,1.0
ANTIOQUIA,CAREPA,ANTIOQUIA|CAREPA,501,Polindara ,6.0
ANTIOQUIA,CAREPA,ANTIOQUIA|CAREPA,720,Wayuu,1.0
ANTIOQUIA,CAREPA,ANTIOQUIA|CAREPA,800,Zenú ,20.0
ANTIOQUIA,EL CARMEN DE VIBORAL,ANTIOQUIA|EL CARMEN DE VIBORAL,40,Arhuaco,3.0
ANTIOQUIA,EL CARMEN DE VIBORAL,ANTIOQUIA|EL CARMEN DE VIBORAL,200,Pijao,2.0
ANTIOQUIA,EL CARMEN DE VIBORAL,ANTIOQUIA|EL CARMEN DE VIBORAL,280,Emberá,2.0
ANTIOQUIA,EL CARMEN DE VIBORAL,ANTIOQUIA|EL CARMEN DE VIBORAL,281,Emberá Katío,12.0
ANTIOQUIA,EL CARMEN DE VIBORAL,ANTIOQUIA|EL CARMEN DE VIBORAL,282,Emberá Chamí ,2.0
ANTIOQUIA,EL CARMEN DE VIBORAL,ANTIOQUIA|EL CARMEN DE VIBORAL,560,Pastos ,1.0
ANTIOQUIA,EL CARMEN DE VIBORAL,ANTIOQUIA|EL CARMEN DE VIBORAL,720,Wayuu,1.0
ANTIOQUIA,EL CARMEN DE VIBORAL,ANTIOQUIA|EL CARMEN DE VIBORAL,800,Zenú ,2.0
ANTIOQUIA,EL CARMEN DE VIBORAL,ANTIOQUIA|EL CARMEN DE VIBORAL,999,Indigena Sin Información,3.0
ANTIOQUIA,CAROLINA,ANTIOQUIA|CAROLINA,110,Kawiyarí ,1.0
ANTIOQUIA,CAROLINA,ANTIOQUIA|CAROLINA,281,Emberá Katío,1.0
ANTIOQUIA,CAROLINA,ANTIOQUIA|CAROLINA,720,Wayuu,6.0
ANTIOQUIA,CAUCASIA,ANTIOQUIA|CAUCASIA,40,Arhuaco,20.0
ANTIOQUIA,CAUCASIA,ANTIOQUIA|CAUCASIA,150,Chimila ,2.0
ANTIOQUIA,CAUCASIA,ANTIOQUIA|CAUCASIA,200,Pijao,4.0
ANTIOQUIA,CAUCASIA,ANTIOQUIA|CAUCASIA,240,Cuna Tule ,3.0
ANTIOQUIA,CAUCASIA,ANTIOQUIA|CAUCASIA,280,Emberá,3.0
ANTIOQUIA,CAUCASIA,ANTIOQUIA|CAUCASIA,281,Emberá Katío,63.0
ANTIOQUIA,CAUCASIA,ANTIOQUIA|CAUCASIA,282,Emberá Chamí ,3.0
ANTIOQUIA,CAUCASIA,ANTIOQUIA|CAUCASIA,285,Nutabe,2.0
ANTIOQUIA,CAUCASIA,ANTIOQUIA|CAUCASIA,291,Ambaló,1.0
ANTIOQUIA,CAUCASIA,ANTIOQUIA|CAUCASIA,340,Inga ,9.0
ANTIOQUIA,CAUCASIA,ANTIOQUIA|CAUCASIA,510,Piapoco,1.0
ANTIOQUIA,CAUCASIA,ANTIOQUIA|CAUCASIA,590,Siona,2.0
ANTIOQUIA,CAUCASIA,ANTIOQUIA|CAUCASIA,610,Taiwano,1.0
ANTIOQUIA,CAUCASIA,ANTIOQUIA|CAUCASIA,720,Wayuu,1.0
ANTIOQUIA,CAUCASIA,ANTIOQUIA|CAUCASIA,800,Zenú ,961.0
ANTIOQUIA,CAUCASIA,ANTIOQUIA|CAUCASIA,999,Indigena Sin Información,1.0
ANTIOQUIA,CHIGORODÓ,ANTIOQUIA|CHIGORODÓ,30,Andoke,1.0
ANTIOQUIA,CHIGORODÓ,ANTIOQUIA|CHIGORODÓ,50,Wiwa,1.0
ANTIOQUIA,CHIGORODÓ,ANTIOQUIA|CHIGORODÓ,130,Carapana,1.0
ANTIOQUIA,CHIGORODÓ,ANTIOQUIA|CHIGORODÓ,180,Coconuco ,1.0
ANTIOQUIA,CHIGORODÓ,ANTIOQUIA|CHIGORODÓ,200,Pijao,1.0
ANTIOQUIA,CHIGORODÓ,ANTIOQUIA|CHIGORODÓ,280,Emberá,61.0
ANTIOQUIA,CHIGORODÓ,ANTIOQUIA|CHIGORODÓ,281,Emberá Katío,1898.0
ANTIOQUIA,CHIGORODÓ,ANTIOQUIA|CHIGORODÓ,282,Emberá Chamí ,240.0
ANTIOQUIA,CHIGORODÓ,ANTIOQUIA|CHIGORODÓ,285,Nutabe,1.0
ANTIOQUIA,CHIGORODÓ,ANTIOQUIA|CHIGORODÓ,500,Nasa,1.0
