DEPARTAMENTO,MUNICIPIO,PA11_COD_ETNIA,POBLACION_2018
SUCRE,CAIMITO (SUC),999,10.0
SUCRE,CHALÁN (SUC),1,160.0
SUCRE,CHALÁN (SUC),30,1.0
SUCRE,CHALÁN (SUC),240,1.0
SUCRE,CHALÁN (SUC),720,1.0
SUCRE,CHALÁN (SUC),800,155.0
SUCRE,CHALÁN (SUC),820,1.0
SUCRE,CHALÁN (SUC),920,1.0
SUCRE,COLOSÓ (SUC),1,902.0
SUCRE,COLOSÓ (SUC),281,1.0
SUCRE,COLOSÓ (SUC),590,2.0
SUCRE,COLOSÓ (SUC),800,898.0
SUCRE,COLOSÓ (SUC),999,1.0
SUCRE,COROZAL (SUC),1,2698.0
SUCRE,COROZAL (SUC),40,1.0
SUCRE,COROZAL (SUC),240,4.0
SUCRE,COROZAL (SUC),250,3.0
SUCRE,COROZAL (SUC),281,17.0
SUCRE,COROZAL (SUC),282,1.0
SUCRE,COROZAL (SUC),590,3.0
SUCRE,COROZAL (SUC),720,30.0
SUCRE,COROZAL (SUC),730,1.0
SUCRE,COROZAL (SUC),770,1.0
SUCRE,COROZAL (SUC),800,2621.0
SUCRE,COROZAL (SUC),840,2.0
SUCRE,COROZAL (SUC),920,1.0
SUCRE,COROZAL (SUC),999,13.0
SUCRE,COVEÑAS (SUC),1,3474.0
SUCRE,COVEÑAS (SUC),40,1.0
SUCRE,COVEÑAS (SUC),140,1.0
SUCRE,COVEÑAS (SUC),150,1.0
SUCRE,COVEÑAS (SUC),250,1.0
SUCRE,COVEÑAS (SUC),550,3.0
SUCRE,COVEÑAS (SUC),590,2.0
SUCRE,COVEÑAS (SUC),720,4.0
SUCRE,COVEÑAS (SUC),800,3432.0
SUCRE,COVEÑAS (SUC),900,1.0
SUCRE,COVEÑAS (SUC),999,28.0
SUCRE,EL ROBLE (SUC),1,1099.0
SUCRE,EL ROBLE (SUC),720,3.0
SUCRE,EL ROBLE (SUC),800,1086.0
SUCRE,EL ROBLE (SUC),999,10.0
SUCRE,GALERAS (SUC),1,1544.0
SUCRE,GALERAS (SUC),50,5.0
SUCRE,GALERAS (SUC),590,4.0
SUCRE,GALERAS (SUC),720,4.0
SUCRE,GALERAS (SUC),800,1530.0
SUCRE,GALERAS (SUC),999,1.0
SUCRE,GUARANDA (SUC),1,29.0
SUCRE,GUARANDA (SUC),150,1.0
SUCRE,GUARANDA (SUC),720,2.0
SUCRE,GUARANDA (SUC),790,1.0
SUCRE,GUARANDA (SUC),800,24.0
SUCRE,GUARANDA (SUC),850,1.0
SUCRE,LA UNIÓN (SUC),1,1102.0
SUCRE,LA UNIÓN (SUC),281,314.0
SUCRE,LA UNIÓN (SUC),720,3.0
SUCRE,LA UNIÓN (SUC),800,785.0
SUCRE,LOS PALMITOS (SUC),1,362.0
SUCRE,LOS PALMITOS (SUC),40,1.0
SUCRE,LOS PALMITOS (SUC),240,1.0
SUCRE,LOS PALMITOS (SUC),280,4.0
SUCRE,LOS PALMITOS (SUC),281,1.0
SUCRE,LOS PALMITOS (SUC),590,1.0
SUCRE,LOS PALMITOS (SUC),720,1.0
SUCRE,LOS PALMITOS (SUC),730,1.0
SUCRE,LOS PALMITOS (SUC),800,352.0
SUCRE,MAJAGUAL (SUC),1,994.0
SUCRE,MAJAGUAL (SUC),40,1.0
SUCRE,MAJAGUAL (SUC),110,1.0
SUCRE,MAJAGUAL (SUC),230,8.0
SUCRE,MAJAGUAL (SUC),240,1.0
SUCRE,MAJAGUAL (SUC),281,41.0
SUCRE,MAJAGUAL (SUC),290,1.0
SUCRE,MAJAGUAL (SUC),590,4.0
SUCRE,MAJAGUAL (SUC),640,2.0
SUCRE,MAJAGUAL (SUC),670,5.0
SUCRE,MAJAGUAL (SUC),720,5.0
SUCRE,MAJAGUAL (SUC),800,917.0
SUCRE,MAJAGUAL (SUC),850,1.0
SUCRE,MAJAGUAL (SUC),999,7.0
SUCRE,MORROA (SUC),1,537.0
SUCRE,MORROA (SUC),281,14.0
SUCRE,MORROA (SUC),550,1.0
SUCRE,MORROA (SUC),580,1.0
SUCRE,MORROA (SUC),720,12.0
SUCRE,MORROA (SUC),800,505.0
SUCRE,MORROA (SUC),840,3.0
SUCRE,MORROA (SUC),970,1.0
SUCRE,OVEJAS (SUC),1,1033.0
SUCRE,OVEJAS (SUC),50,8.0
SUCRE,OVEJAS (SUC),281,50.0
SUCRE,OVEJAS (SUC),290,1.0
SUCRE,OVEJAS (SUC),580,1.0
SUCRE,OVEJAS (SUC),590,2.0
SUCRE,OVEJAS (SUC),720,29.0
SUCRE,OVEJAS (SUC),800,935.0
SUCRE,OVEJAS (SUC),999,7.0
SUCRE,PALMITO (SUC),1,10074.0
SUCRE,PALMITO (SUC),281,226.0
SUCRE,PALMITO (SUC),590,9.0
SUCRE,PALMITO (SUC),720,5.0
SUCRE,PALMITO (SUC),800,9833.0
SUCRE,PALMITO (SUC),999,1.0
SUCRE,SAMPUÉS (SUC),1,18634.0
SUCRE,SAMPUÉS (SUC),40,3.0
SUCRE,SAMPUÉS (SUC),50,1.0
SUCRE,SAMPUÉS (SUC),281,2.0
SUCRE,SAMPUÉS (SUC),290,1.0
SUCRE,SAMPUÉS (SUC),580,1.0
SUCRE,SAMPUÉS (SUC),590,4.0
SUCRE,SAMPUÉS (SUC),610,1.0
SUCRE,SAMPUÉS (SUC),680,1.0
SUCRE,SAMPUÉS (SUC),720,4.0
SUCRE,SAMPUÉS (SUC),800,18612.0
SUCRE,SAMPUÉS (SUC),999,4.0
SUCRE,SAN BENITO ABAD (SUC),1,1713.0
SUCRE,SAN BENITO ABAD (SUC),50,2.0
SUCRE,SAN BENITO ABAD (SUC),80,1.0
SUCRE,SAN BENITO ABAD (SUC),190,1.0
SUCRE,SAN BENITO ABAD (SUC),200,2.0
SUCRE,SAN BENITO ABAD (SUC),230,7.0
SUCRE,SAN BENITO ABAD (SUC),270,1.0
SUCRE,SAN BENITO ABAD (SUC),280,1.0
SUCRE,SAN BENITO ABAD (SUC),281,9.0
SUCRE,SAN BENITO ABAD (SUC),292,1.0
SUCRE,SAN BENITO ABAD (SUC),610,1.0
SUCRE,SAN BENITO ABAD (SUC),800,1670.0
SUCRE,SAN BENITO ABAD (SUC),900,1.0
SUCRE,SAN BENITO ABAD (SUC),920,1.0
SUCRE,SAN BENITO ABAD (SUC),941,1.0
SUCRE,SAN BENITO ABAD (SUC),999,14.0
SUCRE,SAN JUAN DE BETULIA (SUC),1,558.0
SUCRE,SAN JUAN DE BETULIA (SUC),281,2.0
SUCRE,SAN JUAN DE BETULIA (SUC),580,1.0
SUCRE,SAN JUAN DE BETULIA (SUC),640,1.0
SUCRE,SAN JUAN DE BETULIA (SUC),800,545.0
SUCRE,SAN JUAN DE BETULIA (SUC),999,9.0
SUCRE,SAN LUIS DE SINCÉ (SUC),1,824.0
SUCRE,SAN LUIS DE SINCÉ (SUC),281,1.0
SUCRE,SAN LUIS DE SINCÉ (SUC),400,7.0
SUCRE,SAN LUIS DE SINCÉ (SUC),590,1.0
SUCRE,SAN LUIS DE SINCÉ (SUC),720,10.0
SUCRE,SAN LUIS DE SINCÉ (SUC),800,802.0
SUCRE,SAN LUIS DE SINCÉ (SUC),850,1.0
SUCRE,SAN LUIS DE SINCÉ (SUC),999,2.0
SUCRE,SAN MARCOS (SUC),1,12204.0
SUCRE,SAN MARCOS (SUC),40,7.0
SUCRE,SAN MARCOS (SUC),60,1.0
SUCRE,SAN MARCOS (SUC),220,1.0
SUCRE,SAN MARCOS (SUC),230,14.0
SUCRE,SAN MARCOS (SUC),240,3.0
SUCRE,SAN MARCOS (SUC),281,4.0
SUCRE,SAN MARCOS (SUC),283,1.0
SUCRE,SAN MARCOS (SUC),460,1.0
SUCRE,SAN MARCOS (SUC),590,12.0
SUCRE,SAN MARCOS (SUC),640,1.0
SUCRE,SAN MARCOS (SUC),720,58.0
SUCRE,SAN MARCOS (SUC),800,12080.0
SUCRE,SAN MARCOS (SUC),999,21.0
SUCRE,SAN ONOFRE (SUC),1,3497.0
SUCRE,SAN ONOFRE (SUC),25,2.0
SUCRE,SAN ONOFRE (SUC),40,8.0
SUCRE,SAN ONOFRE (SUC),50,1.0
SUCRE,SAN ONOFRE (SUC),100,1.0
SUCRE,SAN ONOFRE (SUC),110,1.0
SUCRE,SAN ONOFRE (SUC),140,1.0
SUCRE,SAN ONOFRE (SUC),150,3.0
SUCRE,SAN ONOFRE (SUC),230,1.0
SUCRE,SAN ONOFRE (SUC),240,3.0
SUCRE,SAN ONOFRE (SUC),280,2.0
SUCRE,SAN ONOFRE (SUC),281,43.0
SUCRE,SAN ONOFRE (SUC),282,1.0
SUCRE,SAN ONOFRE (SUC),401,1.0
SUCRE,SAN ONOFRE (SUC),410,1.0
SUCRE,SAN ONOFRE (SUC),431,1.0
SUCRE,SAN ONOFRE (SUC),580,1.0
SUCRE,SAN ONOFRE (SUC),590,2.0
SUCRE,SAN ONOFRE (SUC),800,3394.0
SUCRE,SAN ONOFRE (SUC),920,2.0
SUCRE,SAN ONOFRE (SUC),999,28.0
SUCRE,SAN PEDRO (SUC),1,847.0
SUCRE,SAN PEDRO (SUC),280,2.0
SUCRE,SAN PEDRO (SUC),281,5.0
SUCRE,SAN PEDRO (SUC),720,3.0
SUCRE,SAN PEDRO (SUC),800,828.0
SUCRE,SAN PEDRO (SUC),820,1.0
SUCRE,SAN PEDRO (SUC),999,8.0
SUCRE,SANTIAGO DE TOLÚ (SUC),1,3292.0
SUCRE,SANTIAGO DE TOLÚ (SUC),30,1.0
SUCRE,SANTIAGO DE TOLÚ (SUC),40,5.0
SUCRE,SANTIAGO DE TOLÚ (SUC),50,8.0
SUCRE,SANTIAGO DE TOLÚ (SUC),90,1.0
SUCRE,SANTIAGO DE TOLÚ (SUC),150,3.0
SUCRE,SANTIAGO DE TOLÚ (SUC),190,1.0
SUCRE,SANTIAGO DE TOLÚ (SUC),240,2.0
SUCRE,SANTIAGO DE TOLÚ (SUC),281,1.0
SUCRE,SANTIAGO DE TOLÚ (SUC),310,1.0
SUCRE,SANTIAGO DE TOLÚ (SUC),390,5.0
SUCRE,SANTIAGO DE TOLÚ (SUC),470,1.0
SUCRE,SANTIAGO DE TOLÚ (SUC),560,1.0
SUCRE,SANTIAGO DE TOLÚ (SUC),565,6.0
SUCRE,SANTIAGO DE TOLÚ (SUC),590,8.0
SUCRE,SANTIAGO DE TOLÚ (SUC),720,5.0
SUCRE,SANTIAGO DE TOLÚ (SUC),750,1.0
SUCRE,SANTIAGO DE TOLÚ (SUC),800,3223.0
SUCRE,SANTIAGO DE TOLÚ (SUC),810,1.0
SUCRE,SANTIAGO DE TOLÚ (SUC),920,4.0
SUCRE,SANTIAGO DE TOLÚ (SUC),999,14.0
SUCRE,SINCELEJO (SUC),1,31235.0
SUCRE,SINCELEJO (SUC),25,1.0
SUCRE,SINCELEJO (SUC),30,2.0
SUCRE,SINCELEJO (SUC),40,26.0
SUCRE,SINCELEJO (SUC),50,3.0
SUCRE,SINCELEJO (SUC),60,2.0
SUCRE,SINCELEJO (SUC),70,1.0
SUCRE,SINCELEJO (SUC),80,3.0
SUCRE,SINCELEJO (SUC),100,4.0
SUCRE,SINCELEJO (SUC),110,2.0
SUCRE,SINCELEJO (SUC),140,1.0
SUCRE,SINCELEJO (SUC),150,2.0
SUCRE,SINCELEJO (SUC),170,1.0
SUCRE,SINCELEJO (SUC),180,1.0
SUCRE,SINCELEJO (SUC),190,1.0
SUCRE,SINCELEJO (SUC),200,2.0
SUCRE,SINCELEJO (SUC),230,1.0
SUCRE,SINCELEJO (SUC),240,7.0
SUCRE,SINCELEJO (SUC),251,1.0
SUCRE,SINCELEJO (SUC),280,12.0
SUCRE,SINCELEJO (SUC),281,372.0
SUCRE,SINCELEJO (SUC),282,6.0
SUCRE,SINCELEJO (SUC),291,3.0
SUCRE,SINCELEJO (SUC),320,2.0
SUCRE,SINCELEJO (SUC),370,2.0
SUCRE,SINCELEJO (SUC),380,1.0
SUCRE,SINCELEJO (SUC),410,1.0
SUCRE,SINCELEJO (SUC),431,1.0
SUCRE,SINCELEJO (SUC),440,1.0
SUCRE,SINCELEJO (SUC),470,2.0
SUCRE,SINCELEJO (SUC),500,6.0
SUCRE,SINCELEJO (SUC),530,2.0
SUCRE,SINCELEJO (SUC),560,1.0
SUCRE,SINCELEJO (SUC),580,3.0
SUCRE,SINCELEJO (SUC),590,20.0
SUCRE,SINCELEJO (SUC),640,1.0
SUCRE,SINCELEJO (SUC),660,1.0
SUCRE,SINCELEJO (SUC),720,69.0
SUCRE,SINCELEJO (SUC),730,2.0
SUCRE,SINCELEJO (SUC),740,1.0
SUCRE,SINCELEJO (SUC),770,3.0
SUCRE,SINCELEJO (SUC),780,1.0
SUCRE,SINCELEJO (SUC),790,4.0
SUCRE,SINCELEJO (SUC),800,30518.0
SUCRE,SINCELEJO (SUC),810,3.0
SUCRE,SINCELEJO (SUC),820,2.0
SUCRE,SINCELEJO (SUC),850,6.0
SUCRE,SINCELEJO (SUC),855,1.0
SUCRE,SINCELEJO (SUC),870,1.0
SUCRE,SINCELEJO (SUC),890,1.0
SUCRE,SINCELEJO (SUC),900,1.0
SUCRE,SINCELEJO (SUC),999,124.0
SUCRE,SUCRE (SUC),1,649.0
SUCRE,SUCRE (SUC),40,2.0
SUCRE,SUCRE (SUC),281,1.0
SUCRE,SUCRE (SUC),390,1.0
SUCRE,SUCRE (SUC),590,1.0
SUCRE,SUCRE (SUC),720,4.0
SUCRE,SUCRE (SUC),800,637.0
SUCRE,SUCRE (SUC),999,3.0
SUCRE,TOLÚ VIEJO (SUC),1,7242.0
SUCRE,TOLÚ VIEJO (SUC),40,2.0
SUCRE,TOLÚ VIEJO (SUC),50,1.0
SUCRE,TOLÚ VIEJO (SUC),170,1.0
SUCRE,TOLÚ VIEJO (SUC),280,2.0
SUCRE,TOLÚ VIEJO (SUC),281,1671.0
SUCRE,TOLÚ VIEJO (SUC),283,1.0
SUCRE,TOLÚ VIEJO (SUC),590,1.0
SUCRE,TOLÚ VIEJO (SUC),720,3.0
SUCRE,TOLÚ VIEJO (SUC),732,4.0
SUCRE,TOLÚ VIEJO (SUC),800,5548.0
SUCRE,TOLÚ VIEJO (SUC),999,8.0
TOLIMA,ALVARADO (TOL),1,9.0
TOLIMA,ALVARADO (TOL),40,1.0
TOLIMA,ALVARADO (TOL),200,6.0
TOLIMA,ALVARADO (TOL),999,2.0
TOLIMA,AMBALEMA (TOL),1,1.0
TOLIMA,AMBALEMA (TOL),290,1.0
TOLIMA,ANZOÁTEGUI (TOL),1,5.0
TOLIMA,ANZOÁTEGUI (TOL),200,2.0
TOLIMA,ANZOÁTEGUI (TOL),580,1.0
TOLIMA,ANZOÁTEGUI (TOL),750,2.0
TOLIMA,ARMERO (TOL),1,8.0
TOLIMA,ARMERO (TOL),200,1.0
TOLIMA,ARMERO (TOL),730,2.0
TOLIMA,ARMERO (TOL),890,3.0
TOLIMA,ARMERO (TOL),900,1.0
TOLIMA,ARMERO (TOL),999,1.0
TOLIMA,ATACO (TOL),1,1422.0
TOLIMA,ATACO (TOL),30,1.0
TOLIMA,ATACO (TOL),40,5.0
TOLIMA,ATACO (TOL),200,1405.0
TOLIMA,ATACO (TOL),320,1.0
TOLIMA,ATACO (TOL),340,1.0
TOLIMA,ATACO (TOL),500,7.0
TOLIMA,ATACO (TOL),510,1.0
TOLIMA,ATACO (TOL),880,1.0
TOLIMA,CAJAMARCA (TOL),1,28.0
TOLIMA,CAJAMARCA (TOL),500,3.0
TOLIMA,CAJAMARCA (TOL),900,24.0
TOLIMA,CAJAMARCA (TOL),999,1.0
TOLIMA,CARMEN DE APICALÁ (TOL),1,3.0
TOLIMA,CARMEN DE APICALÁ (TOL),50,1.0
TOLIMA,CARMEN DE APICALÁ (TOL),200,1.0
TOLIMA,CARMEN DE APICALÁ (TOL),470,1.0
TOLIMA,CASABIANCA (TOL),1,2.0
TOLIMA,CASABIANCA (TOL),900,2.0
TOLIMA,CHAPARRAL (TOL),1,1501.0
TOLIMA,CHAPARRAL (TOL),50,3.0
TOLIMA,CHAPARRAL (TOL),60,1.0
TOLIMA,CHAPARRAL (TOL),200,1435.0
TOLIMA,CHAPARRAL (TOL),291,1.0
TOLIMA,CHAPARRAL (TOL),340,10.0
TOLIMA,CHAPARRAL (TOL),350,2.0
TOLIMA,CHAPARRAL (TOL),470,2.0
TOLIMA,CHAPARRAL (TOL),500,1.0
TOLIMA,CHAPARRAL (TOL),520,1.0
TOLIMA,CHAPARRAL (TOL),590,4.0
TOLIMA,CHAPARRAL (TOL),740,32.0
TOLIMA,CHAPARRAL (TOL),750,2.0
TOLIMA,CHAPARRAL (TOL),800,1.0
TOLIMA,CHAPARRAL (TOL),830,2.0
TOLIMA,CHAPARRAL (TOL),890,1.0
TOLIMA,CHAPARRAL (TOL),999,3.0
TOLIMA,COELLO (TOL),1,94.0
TOLIMA,COELLO (TOL),200,93.0
TOLIMA,COELLO (TOL),340,1.0
TOLIMA,COYAIMA (TOL),1,9302.0
TOLIMA,COYAIMA (TOL),40,3.0
TOLIMA,COYAIMA (TOL),50,1.0
TOLIMA,COYAIMA (TOL),110,2.0
TOLIMA,COYAIMA (TOL),170,1.0
TOLIMA,COYAIMA (TOL),180,1.0
TOLIMA,COYAIMA (TOL),200,9284.0
TOLIMA,COYAIMA (TOL),435,1.0
TOLIMA,COYAIMA (TOL),470,3.0
TOLIMA,COYAIMA (TOL),500,2.0
TOLIMA,COYAIMA (TOL),610,1.0
TOLIMA,COYAIMA (TOL),620,1.0
TOLIMA,COYAIMA (TOL),790,1.0
TOLIMA,COYAIMA (TOL),880,1.0
TOLIMA,CUNDAY (TOL),1,197.0
TOLIMA,CUNDAY (TOL),10,1.0
TOLIMA,CUNDAY (TOL),26,1.0
TOLIMA,CUNDAY (TOL),40,1.0
TOLIMA,CUNDAY (TOL),200,179.0
TOLIMA,CUNDAY (TOL),220,1.0
TOLIMA,CUNDAY (TOL),600,3.0
TOLIMA,CUNDAY (TOL),730,1.0
TOLIMA,CUNDAY (TOL),750,7.0
TOLIMA,CUNDAY (TOL),999,3.0
TOLIMA,DOLORES (TOL),1,1.0
TOLIMA,DOLORES (TOL),40,1.0
TOLIMA,ESPINAL (TOL),1,429.0
TOLIMA,ESPINAL (TOL),26,3.0
TOLIMA,ESPINAL (TOL),40,2.0
TOLIMA,ESPINAL (TOL),50,7.0
TOLIMA,ESPINAL (TOL),150,1.0
TOLIMA,ESPINAL (TOL),170,3.0
TOLIMA,ESPINAL (TOL),200,379.0
TOLIMA,ESPINAL (TOL),210,1.0
TOLIMA,ESPINAL (TOL),220,2.0
TOLIMA,ESPINAL (TOL),280,1.0
TOLIMA,ESPINAL (TOL),290,1.0
TOLIMA,ESPINAL (TOL),320,2.0
TOLIMA,ESPINAL (TOL),340,1.0
TOLIMA,ESPINAL (TOL),350,3.0
TOLIMA,ESPINAL (TOL),380,1.0
TOLIMA,ESPINAL (TOL),500,1.0
TOLIMA,ESPINAL (TOL),550,1.0
TOLIMA,ESPINAL (TOL),560,1.0
TOLIMA,ESPINAL (TOL),630,1.0
TOLIMA,ESPINAL (TOL),660,2.0
TOLIMA,ESPINAL (TOL),700,2.0
TOLIMA,ESPINAL (TOL),720,4.0
TOLIMA,ESPINAL (TOL),730,2.0
TOLIMA,ESPINAL (TOL),750,1.0
TOLIMA,ESPINAL (TOL),800,6.0
TOLIMA,ESPINAL (TOL),820,1.0
TOLIMA,FALAN (TOL),1,6.0
TOLIMA,FALAN (TOL),200,3.0
TOLIMA,FALAN (TOL),720,1.0
TOLIMA,FALAN (TOL),740,1.0
TOLIMA,FALAN (TOL),999,1.0
TOLIMA,FLANDES (TOL),1,31.0
TOLIMA,FLANDES (TOL),200,22.0
TOLIMA,FLANDES (TOL),210,2.0
TOLIMA,FLANDES (TOL),640,4.0
TOLIMA,FLANDES (TOL),650,1.0
TOLIMA,FLANDES (TOL),900,1.0
TOLIMA,FLANDES (TOL),999,1.0
TOLIMA,FRESNO (TOL),1,14.0
TOLIMA,FRESNO (TOL),200,2.0
TOLIMA,FRESNO (TOL),280,2.0
TOLIMA,FRESNO (TOL),283,1.0
TOLIMA,FRESNO (TOL),560,1.0
TOLIMA,FRESNO (TOL),650,3.0
TOLIMA,FRESNO (TOL),720,5.0
TOLIMA,GUAMO (TOL),1,182.0
TOLIMA,GUAMO (TOL),40,1.0
TOLIMA,GUAMO (TOL),110,1.0
TOLIMA,GUAMO (TOL),190,1.0
TOLIMA,GUAMO (TOL),200,156.0
TOLIMA,GUAMO (TOL),290,1.0
TOLIMA,GUAMO (TOL),401,1.0
TOLIMA,GUAMO (TOL),560,3.0
TOLIMA,GUAMO (TOL),720,18.0
TOLIMA,HONDA (TOL),1,11.0
TOLIMA,HONDA (TOL),40,2.0
TOLIMA,HONDA (TOL),110,1.0
TOLIMA,HONDA (TOL),640,1.0
TOLIMA,HONDA (TOL),660,1.0
TOLIMA,HONDA (TOL),770,3.0
TOLIMA,HONDA (TOL),999,3.0
TOLIMA,IBAGUÉ (TOL),1,3041.0
TOLIMA,IBAGUÉ (TOL),40,8.0
TOLIMA,IBAGUÉ (TOL),50,3.0
TOLIMA,IBAGUÉ (TOL),60,2.0
TOLIMA,IBAGUÉ (TOL),100,2.0
TOLIMA,IBAGUÉ (TOL),110,2.0
TOLIMA,IBAGUÉ (TOL),140,1.0
TOLIMA,IBAGUÉ (TOL),170,1.0
TOLIMA,IBAGUÉ (TOL),180,8.0
TOLIMA,IBAGUÉ (TOL),190,1.0
TOLIMA,IBAGUÉ (TOL),200,2763.0
TOLIMA,IBAGUÉ (TOL),210,1.0
TOLIMA,IBAGUÉ (TOL),220,2.0
TOLIMA,IBAGUÉ (TOL),240,1.0
TOLIMA,IBAGUÉ (TOL),280,17.0
TOLIMA,IBAGUÉ (TOL),281,3.0
TOLIMA,IBAGUÉ (TOL),282,13.0
TOLIMA,IBAGUÉ (TOL),284,2.0
TOLIMA,IBAGUÉ (TOL),290,2.0
TOLIMA,IBAGUÉ (TOL),320,2.0
TOLIMA,IBAGUÉ (TOL),330,7.0
TOLIMA,IBAGUÉ (TOL),340,37.0
TOLIMA,IBAGUÉ (TOL),350,5.0
TOLIMA,IBAGUÉ (TOL),370,2.0
TOLIMA,IBAGUÉ (TOL),390,2.0
TOLIMA,IBAGUÉ (TOL),470,11.0
TOLIMA,IBAGUÉ (TOL),500,53.0
TOLIMA,IBAGUÉ (TOL),505,1.0
TOLIMA,IBAGUÉ (TOL),510,3.0
TOLIMA,IBAGUÉ (TOL),520,1.0
TOLIMA,IBAGUÉ (TOL),560,16.0
TOLIMA,IBAGUÉ (TOL),570,1.0
TOLIMA,IBAGUÉ (TOL),590,2.0
TOLIMA,IBAGUÉ (TOL),610,1.0
TOLIMA,IBAGUÉ (TOL),621,1.0
TOLIMA,IBAGUÉ (TOL),660,2.0
TOLIMA,IBAGUÉ (TOL),720,15.0
TOLIMA,IBAGUÉ (TOL),730,8.0
TOLIMA,IBAGUÉ (TOL),731,1.0
TOLIMA,IBAGUÉ (TOL),740,1.0
TOLIMA,IBAGUÉ (TOL),750,10.0
TOLIMA,IBAGUÉ (TOL),790,1.0
TOLIMA,IBAGUÉ (TOL),800,8.0
TOLIMA,IBAGUÉ (TOL),820,1.0
TOLIMA,IBAGUÉ (TOL),840,2.0
TOLIMA,IBAGUÉ (TOL),850,4.0
TOLIMA,IBAGUÉ (TOL),870,2.0
TOLIMA,IBAGUÉ (TOL),900,2.0
TOLIMA,IBAGUÉ (TOL),950,1.0
TOLIMA,IBAGUÉ (TOL),999,6.0
TOLIMA,ICONONZO (TOL),1,13.0
TOLIMA,ICONONZO (TOL),200,5.0
TOLIMA,ICONONZO (TOL),220,1.0
TOLIMA,ICONONZO (TOL),280,5.0
TOLIMA,ICONONZO (TOL),500,1.0
TOLIMA,ICONONZO (TOL),520,1.0
TOLIMA,LÉRIDA (TOL),1,25.0
TOLIMA,LÉRIDA (TOL),40,1.0
TOLIMA,LÉRIDA (TOL),200,9.0
TOLIMA,LÉRIDA (TOL),240,2.0
TOLIMA,LÉRIDA (TOL),370,5.0
TOLIMA,LÉRIDA (TOL),800,6.0
TOLIMA,LÉRIDA (TOL),999,2.0
TOLIMA,LÍBANO (TOL),1,54.0
TOLIMA,LÍBANO (TOL),40,1.0
TOLIMA,LÍBANO (TOL),200,35.0
TOLIMA,LÍBANO (TOL),220,1.0
TOLIMA,LÍBANO (TOL),270,2.0
TOLIMA,LÍBANO (TOL),290,1.0
TOLIMA,LÍBANO (TOL),340,1.0
TOLIMA,LÍBANO (TOL),510,3.0
TOLIMA,LÍBANO (TOL),560,5.0
TOLIMA,LÍBANO (TOL),720,2.0
TOLIMA,LÍBANO (TOL),750,1.0
TOLIMA,LÍBANO (TOL),999,2.0
TOLIMA,MELGAR (TOL),1,48.0
TOLIMA,MELGAR (TOL),40,2.0
TOLIMA,MELGAR (TOL),170,1.0
TOLIMA,MELGAR (TOL),200,15.0
TOLIMA,MELGAR (TOL),280,2.0
TOLIMA,MELGAR (TOL),470,2.0
TOLIMA,MELGAR (TOL),500,2.0
TOLIMA,MELGAR (TOL),560,8.0
TOLIMA,MELGAR (TOL),580,6.0
TOLIMA,MELGAR (TOL),640,1.0
TOLIMA,MELGAR (TOL),660,1.0
TOLIMA,MELGAR (TOL),720,2.0
TOLIMA,MELGAR (TOL),750,4.0
TOLIMA,MELGAR (TOL),850,1.0
TOLIMA,MELGAR (TOL),999,1.0
TOLIMA,NATAGAIMA (TOL),1,6803.0
TOLIMA,NATAGAIMA (TOL),40,6.0
TOLIMA,NATAGAIMA (TOL),170,2.0
TOLIMA,NATAGAIMA (TOL),200,6789.0
TOLIMA,NATAGAIMA (TOL),490,1.0
TOLIMA,NATAGAIMA (TOL),510,1.0
TOLIMA,NATAGAIMA (TOL),520,1.0
TOLIMA,NATAGAIMA (TOL),580,1.0
TOLIMA,NATAGAIMA (TOL),999,2.0
TOLIMA,ORTEGA (TOL),1,14748.0
TOLIMA,ORTEGA (TOL),40,2.0
TOLIMA,ORTEGA (TOL),190,5.0
TOLIMA,ORTEGA (TOL),200,14730.0
TOLIMA,ORTEGA (TOL),210,1.0
TOLIMA,ORTEGA (TOL),282,3.0
TOLIMA,ORTEGA (TOL),470,2.0
TOLIMA,ORTEGA (TOL),500,2.0
TOLIMA,ORTEGA (TOL),580,1.0
TOLIMA,ORTEGA (TOL),610,1.0
TOLIMA,ORTEGA (TOL),999,1.0
TOLIMA,PALOCABILDO (TOL),1,1.0
TOLIMA,PALOCABILDO (TOL),999,1.0
TOLIMA,PIEDRAS (TOL),1,11.0
TOLIMA,PIEDRAS (TOL),200,8.0
TOLIMA,PIEDRAS (TOL),800,2.0
TOLIMA,PIEDRAS (TOL),855,1.0
TOLIMA,PLANADAS (TOL),1,1656.0
TOLIMA,PLANADAS (TOL),50,1.0
TOLIMA,PLANADAS (TOL),200,6.0
TOLIMA,PLANADAS (TOL),290,3.0
TOLIMA,PLANADAS (TOL),500,1645.0
TOLIMA,PLANADAS (TOL),999,1.0
TOLIMA,PRADO (TOL),1,340.0
TOLIMA,PRADO (TOL),200,340.0
TOLIMA,PURIFICACIÓN (TOL),1,1432.0
TOLIMA,PURIFICACIÓN (TOL),170,4.0
TOLIMA,PURIFICACIÓN (TOL),200,1417.0
TOLIMA,PURIFICACIÓN (TOL),500,1.0
TOLIMA,PURIFICACIÓN (TOL),530,1.0
TOLIMA,PURIFICACIÓN (TOL),730,1.0
TOLIMA,PURIFICACIÓN (TOL),910,1.0
TOLIMA,PURIFICACIÓN (TOL),999,7.0
TOLIMA,RIOBLANCO (TOL),1,995.0
TOLIMA,RIOBLANCO (TOL),110,1.0
