DEPARTAMENTO,MUNICIPIO,PA11_COD_ETNIA,POBLACION_2018
AMAZONAS,EL ENCANTO (AMA),1,1437.0
AMAZONAS,EL ENCANTO (AMA),100,28.0
AMAZONAS,EL ENCANTO (AMA),170,12.0
AMAZONAS,EL ENCANTO (AMA),220,7.0
AMAZONAS,EL ENCANTO (AMA),340,15.0
AMAZONAS,EL ENCANTO (AMA),380,1.0
AMAZONAS,EL ENCANTO (AMA),460,7.0
AMAZONAS,EL ENCANTO (AMA),480,1.0
AMAZONAS,EL ENCANTO (AMA),490,11.0
AMAZONAS,EL ENCANTO (AMA),660,19.0
AMAZONAS,EL ENCANTO (AMA),730,1127.0
AMAZONAS,EL ENCANTO (AMA),731,116.0
AMAZONAS,EL ENCANTO (AMA),770,2.0
AMAZONAS,EL ENCANTO (AMA),999,91.0
AMAZONAS,LA CHORRERA (AMA),1,2049.0
AMAZONAS,LA CHORRERA (AMA),30,14.0
AMAZONAS,LA CHORRERA (AMA),100,66.0
AMAZONAS,LA CHORRERA (AMA),140,1.0
AMAZONAS,LA CHORRERA (AMA),170,11.0
AMAZONAS,LA CHORRERA (AMA),200,1.0
AMAZONAS,LA CHORRERA (AMA),220,4.0
AMAZONAS,LA CHORRERA (AMA),310,1.0
AMAZONAS,LA CHORRERA (AMA),340,6.0
AMAZONAS,LA CHORRERA (AMA),380,18.0
AMAZONAS,LA CHORRERA (AMA),450,2.0
AMAZONAS,LA CHORRERA (AMA),460,9.0
AMAZONAS,LA CHORRERA (AMA),480,27.0
AMAZONAS,LA CHORRERA (AMA),490,123.0
AMAZONAS,LA CHORRERA (AMA),620,10.0
AMAZONAS,LA CHORRERA (AMA),660,12.0
AMAZONAS,LA CHORRERA (AMA),730,1466.0
AMAZONAS,LA CHORRERA (AMA),731,14.0
AMAZONAS,LA CHORRERA (AMA),740,1.0
AMAZONAS,LA CHORRERA (AMA),750,1.0
AMAZONAS,LA CHORRERA (AMA),770,2.0
AMAZONAS,LA CHORRERA (AMA),999,260.0
AMAZONAS,LA PEDRERA (AMA),1,3144.0
AMAZONAS,LA PEDRERA (AMA),30,1.0
AMAZONAS,LA PEDRERA (AMA),60,15.0
AMAZONAS,LA PEDRERA (AMA),70,78.0
AMAZONAS,LA PEDRERA (AMA),100,78.0
AMAZONAS,LA PEDRERA (AMA),110,32.0
AMAZONAS,LA PEDRERA (AMA),130,5.0
AMAZONAS,LA PEDRERA (AMA),140,145.0
AMAZONAS,LA PEDRERA (AMA),180,1.0
AMAZONAS,LA PEDRERA (AMA),220,111.0
AMAZONAS,LA PEDRERA (AMA),260,1.0
AMAZONAS,LA PEDRERA (AMA),380,173.0
AMAZONAS,LA PEDRERA (AMA),410,404.0
AMAZONAS,LA PEDRERA (AMA),450,189.0
AMAZONAS,LA PEDRERA (AMA),460,370.0
AMAZONAS,LA PEDRERA (AMA),480,2.0
AMAZONAS,LA PEDRERA (AMA),550,5.0
AMAZONAS,LA PEDRERA (AMA),600,1.0
AMAZONAS,LA PEDRERA (AMA),610,9.0
AMAZONAS,LA PEDRERA (AMA),620,437.0
AMAZONAS,LA PEDRERA (AMA),640,10.0
AMAZONAS,LA PEDRERA (AMA),660,42.0
AMAZONAS,LA PEDRERA (AMA),680,9.0
AMAZONAS,LA PEDRERA (AMA),690,8.0
AMAZONAS,LA PEDRERA (AMA),700,4.0
AMAZONAS,LA PEDRERA (AMA),730,81.0
AMAZONAS,LA PEDRERA (AMA),731,117.0
AMAZONAS,LA PEDRERA (AMA),740,21.0
AMAZONAS,LA PEDRERA (AMA),760,78.0
AMAZONAS,LA PEDRERA (AMA),770,674.0
AMAZONAS,LA PEDRERA (AMA),941,8.0
AMAZONAS,LA PEDRERA (AMA),999,35.0
AMAZONAS,LA VICTORIA (AMA),1,160.0
AMAZONAS,LA VICTORIA (AMA),70,2.0
AMAZONAS,LA VICTORIA (AMA),110,4.0
AMAZONAS,LA VICTORIA (AMA),450,5.0
AMAZONAS,LA VICTORIA (AMA),460,1.0
AMAZONAS,LA VICTORIA (AMA),480,6.0
AMAZONAS,LA VICTORIA (AMA),510,3.0
AMAZONAS,LA VICTORIA (AMA),610,1.0
AMAZONAS,LA VICTORIA (AMA),731,40.0
AMAZONAS,LA VICTORIA (AMA),740,11.0
AMAZONAS,LA VICTORIA (AMA),770,8.0
AMAZONAS,LA VICTORIA (AMA),999,79.0
AMAZONAS,LETICIA (AMA),1,18212.0
AMAZONAS,LETICIA (AMA),30,45.0
AMAZONAS,LETICIA (AMA),40,3.0
AMAZONAS,LETICIA (AMA),50,1.0
AMAZONAS,LETICIA (AMA),60,12.0
AMAZONAS,LETICIA (AMA),70,2.0
AMAZONAS,LETICIA (AMA),100,379.0
AMAZONAS,LETICIA (AMA),110,42.0
AMAZONAS,LETICIA (AMA),140,46.0
AMAZONAS,LETICIA (AMA),170,2588.0
AMAZONAS,LETICIA (AMA),180,1.0
AMAZONAS,LETICIA (AMA),190,1.0
AMAZONAS,LETICIA (AMA),200,8.0
AMAZONAS,LETICIA (AMA),210,1.0
AMAZONAS,LETICIA (AMA),220,38.0
AMAZONAS,LETICIA (AMA),230,1.0
AMAZONAS,LETICIA (AMA),250,8.0
AMAZONAS,LETICIA (AMA),251,1.0
AMAZONAS,LETICIA (AMA),260,3.0
AMAZONAS,LETICIA (AMA),280,3.0
AMAZONAS,LETICIA (AMA),281,5.0
AMAZONAS,LETICIA (AMA),290,1.0
AMAZONAS,LETICIA (AMA),310,3.0
AMAZONAS,LETICIA (AMA),320,1.0
AMAZONAS,LETICIA (AMA),340,48.0
AMAZONAS,LETICIA (AMA),350,2.0
AMAZONAS,LETICIA (AMA),370,1.0
AMAZONAS,LETICIA (AMA),380,3.0
AMAZONAS,LETICIA (AMA),390,1.0
AMAZONAS,LETICIA (AMA),410,25.0
AMAZONAS,LETICIA (AMA),430,1.0
AMAZONAS,LETICIA (AMA),450,81.0
AMAZONAS,LETICIA (AMA),455,1.0
AMAZONAS,LETICIA (AMA),460,208.0
AMAZONAS,LETICIA (AMA),470,9.0
AMAZONAS,LETICIA (AMA),480,55.0
AMAZONAS,LETICIA (AMA),490,158.0
AMAZONAS,LETICIA (AMA),500,5.0
AMAZONAS,LETICIA (AMA),510,2.0
AMAZONAS,LETICIA (AMA),530,1.0
AMAZONAS,LETICIA (AMA),550,9.0
AMAZONAS,LETICIA (AMA),570,1.0
AMAZONAS,LETICIA (AMA),580,1.0
AMAZONAS,LETICIA (AMA),600,2.0
AMAZONAS,LETICIA (AMA),610,1.0
AMAZONAS,LETICIA (AMA),620,50.0
AMAZONAS,LETICIA (AMA),660,9496.0
AMAZONAS,LETICIA (AMA),680,4.0
AMAZONAS,LETICIA (AMA),700,5.0
AMAZONAS,LETICIA (AMA),720,4.0
AMAZONAS,LETICIA (AMA),730,1799.0
AMAZONAS,LETICIA (AMA),731,11.0
AMAZONAS,LETICIA (AMA),740,615.0
AMAZONAS,LETICIA (AMA),770,265.0
AMAZONAS,LETICIA (AMA),800,1.0
AMAZONAS,LETICIA (AMA),940,6.0
AMAZONAS,LETICIA (AMA),999,2148.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),1,773.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),30,2.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),60,1.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),100,4.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),110,26.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),140,1.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),220,5.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),380,36.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),410,16.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),450,131.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),460,16.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),480,6.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),530,6.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),620,114.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),660,10.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),680,2.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),700,29.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),720,1.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),730,28.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),731,34.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),740,1.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),760,7.0
AMAZONAS,MIRITÍ - PARANÁ (AMA),770,297.0
AMAZONAS,PUERTO ALEGRÍA (AMA),1,584.0
AMAZONAS,PUERTO ALEGRÍA (AMA),170,1.0
AMAZONAS,PUERTO ALEGRÍA (AMA),340,16.0
AMAZONAS,PUERTO ALEGRÍA (AMA),450,4.0
AMAZONAS,PUERTO ALEGRÍA (AMA),460,4.0
AMAZONAS,PUERTO ALEGRÍA (AMA),470,1.0
AMAZONAS,PUERTO ALEGRÍA (AMA),480,7.0
AMAZONAS,PUERTO ALEGRÍA (AMA),490,21.0
AMAZONAS,PUERTO ALEGRÍA (AMA),660,15.0
AMAZONAS,PUERTO ALEGRÍA (AMA),730,316.0
AMAZONAS,PUERTO ALEGRÍA (AMA),731,22.0
AMAZONAS,PUERTO ALEGRÍA (AMA),999,177.0
AMAZONAS,PUERTO ARICA (AMA),1,525.0
AMAZONAS,PUERTO ARICA (AMA),60,2.0
AMAZONAS,PUERTO ARICA (AMA),100,27.0
AMAZONAS,PUERTO ARICA (AMA),170,3.0
AMAZONAS,PUERTO ARICA (AMA),410,1.0
AMAZONAS,PUERTO ARICA (AMA),460,1.0
AMAZONAS,PUERTO ARICA (AMA),480,19.0
AMAZONAS,PUERTO ARICA (AMA),490,30.0
AMAZONAS,PUERTO ARICA (AMA),660,5.0
AMAZONAS,PUERTO ARICA (AMA),730,205.0
AMAZONAS,PUERTO ARICA (AMA),731,11.0
AMAZONAS,PUERTO ARICA (AMA),770,1.0
AMAZONAS,PUERTO ARICA (AMA),999,220.0
AMAZONAS,PUERTO NARIÑO (AMA),1,7251.0
AMAZONAS,PUERTO NARIÑO (AMA),21,1.0
AMAZONAS,PUERTO NARIÑO (AMA),30,3.0
AMAZONAS,PUERTO NARIÑO (AMA),40,1.0
AMAZONAS,PUERTO NARIÑO (AMA),100,21.0
AMAZONAS,PUERTO NARIÑO (AMA),110,162.0
AMAZONAS,PUERTO NARIÑO (AMA),170,454.0
AMAZONAS,PUERTO NARIÑO (AMA),200,1.0
AMAZONAS,PUERTO NARIÑO (AMA),220,8.0
AMAZONAS,PUERTO NARIÑO (AMA),410,1.0
AMAZONAS,PUERTO NARIÑO (AMA),460,4.0
AMAZONAS,PUERTO NARIÑO (AMA),490,3.0
AMAZONAS,PUERTO NARIÑO (AMA),580,1.0
AMAZONAS,PUERTO NARIÑO (AMA),620,3.0
AMAZONAS,PUERTO NARIÑO (AMA),660,3096.0
AMAZONAS,PUERTO NARIÑO (AMA),730,137.0
AMAZONAS,PUERTO NARIÑO (AMA),731,957.0
AMAZONAS,PUERTO NARIÑO (AMA),740,192.0
AMAZONAS,PUERTO NARIÑO (AMA),770,4.0
AMAZONAS,PUERTO NARIÑO (AMA),800,3.0
AMAZONAS,PUERTO NARIÑO (AMA),910,8.0
AMAZONAS,PUERTO NARIÑO (AMA),999,2191.0
AMAZONAS,PUERTO SANTANDER (AMA),1,1209.0
AMAZONAS,PUERTO SANTANDER (AMA),30,130.0
AMAZONAS,PUERTO SANTANDER (AMA),100,1.0
AMAZONAS,PUERTO SANTANDER (AMA),170,1.0
AMAZONAS,PUERTO SANTANDER (AMA),380,1.0
AMAZONAS,PUERTO SANTANDER (AMA),410,3.0
AMAZONAS,PUERTO SANTANDER (AMA),450,52.0
AMAZONAS,PUERTO SANTANDER (AMA),460,55.0
AMAZONAS,PUERTO SANTANDER (AMA),480,123.0
AMAZONAS,PUERTO SANTANDER (AMA),490,20.0
AMAZONAS,PUERTO SANTANDER (AMA),510,2.0
AMAZONAS,PUERTO SANTANDER (AMA),620,5.0
AMAZONAS,PUERTO SANTANDER (AMA),660,2.0
AMAZONAS,PUERTO SANTANDER (AMA),730,451.0
AMAZONAS,PUERTO SANTANDER (AMA),731,55.0
AMAZONAS,PUERTO SANTANDER (AMA),760,1.0
AMAZONAS,PUERTO SANTANDER (AMA),770,5.0
AMAZONAS,PUERTO SANTANDER (AMA),840,6.0
AMAZONAS,PUERTO SANTANDER (AMA),999,296.0
AMAZONAS,TARAPACÁ (AMA),1,2786.0
AMAZONAS,TARAPACÁ (AMA),30,4.0
AMAZONAS,TARAPACÁ (AMA),100,247.0
AMAZONAS,TARAPACÁ (AMA),170,31.0
AMAZONAS,TARAPACÁ (AMA),340,17.0
AMAZONAS,TARAPACÁ (AMA),410,2.0
AMAZONAS,TARAPACÁ (AMA),430,1.0
AMAZONAS,TARAPACÁ (AMA),450,97.0
AMAZONAS,TARAPACÁ (AMA),460,47.0
AMAZONAS,TARAPACÁ (AMA),490,10.0
AMAZONAS,TARAPACÁ (AMA),500,4.0
AMAZONAS,TARAPACÁ (AMA),580,1.0
AMAZONAS,TARAPACÁ (AMA),660,722.0
AMAZONAS,TARAPACÁ (AMA),710,1.0
AMAZONAS,TARAPACÁ (AMA),720,1.0
AMAZONAS,TARAPACÁ (AMA),730,589.0
AMAZONAS,TARAPACÁ (AMA),731,619.0
AMAZONAS,TARAPACÁ (AMA),740,29.0
AMAZONAS,TARAPACÁ (AMA),770,11.0
AMAZONAS,TARAPACÁ (AMA),999,353.0
ANTIOQUIA,ABEJORRAL (ANT),1,2.0
ANTIOQUIA,ABEJORRAL (ANT),282,2.0
ANTIOQUIA,AMAGÁ (ANT),1,9.0
ANTIOQUIA,AMAGÁ (ANT),280,2.0
ANTIOQUIA,AMAGÁ (ANT),282,4.0
ANTIOQUIA,AMAGÁ (ANT),800,2.0
ANTIOQUIA,AMAGÁ (ANT),880,1.0
ANTIOQUIA,AMALFI (ANT),1,2.0
ANTIOQUIA,AMALFI (ANT),40,1.0
ANTIOQUIA,AMALFI (ANT),180,1.0
ANTIOQUIA,ANDES (ANT),1,248.0
ANTIOQUIA,ANDES (ANT),40,1.0
ANTIOQUIA,ANDES (ANT),240,1.0
ANTIOQUIA,ANDES (ANT),280,95.0
ANTIOQUIA,ANDES (ANT),281,90.0
ANTIOQUIA,ANDES (ANT),282,54.0
ANTIOQUIA,ANDES (ANT),500,1.0
ANTIOQUIA,ANDES (ANT),800,4.0
ANTIOQUIA,ANDES (ANT),999,2.0
ANTIOQUIA,ANGELÓPOLIS (ANT),1,3.0
ANTIOQUIA,ANGELÓPOLIS (ANT),282,3.0
ANTIOQUIA,ANORÍ (ANT),1,167.0
ANTIOQUIA,ANORÍ (ANT),40,3.0
ANTIOQUIA,ANORÍ (ANT),200,1.0
ANTIOQUIA,ANORÍ (ANT),280,8.0
ANTIOQUIA,ANORÍ (ANT),281,12.0
ANTIOQUIA,ANORÍ (ANT),282,79.0
ANTIOQUIA,ANORÍ (ANT),285,1.0
ANTIOQUIA,ANORÍ (ANT),370,5.0
ANTIOQUIA,ANORÍ (ANT),640,1.0
ANTIOQUIA,ANORÍ (ANT),800,50.0
ANTIOQUIA,ANORÍ (ANT),830,4.0
ANTIOQUIA,ANORÍ (ANT),999,3.0
ANTIOQUIA,ANZÁ (ANT),1,2.0
ANTIOQUIA,ANZÁ (ANT),50,1.0
ANTIOQUIA,ANZÁ (ANT),330,1.0
ANTIOQUIA,APARTADÓ (ANT),1,810.0
ANTIOQUIA,APARTADÓ (ANT),40,1.0
ANTIOQUIA,APARTADÓ (ANT),150,3.0
ANTIOQUIA,APARTADÓ (ANT),240,13.0
ANTIOQUIA,APARTADÓ (ANT),280,97.0
ANTIOQUIA,APARTADÓ (ANT),281,347.0
ANTIOQUIA,APARTADÓ (ANT),282,189.0
ANTIOQUIA,APARTADÓ (ANT),284,3.0
ANTIOQUIA,APARTADÓ (ANT),285,7.0
ANTIOQUIA,APARTADÓ (ANT),320,1.0
ANTIOQUIA,APARTADÓ (ANT),330,1.0
ANTIOQUIA,APARTADÓ (ANT),500,1.0
ANTIOQUIA,APARTADÓ (ANT),640,3.0
ANTIOQUIA,APARTADÓ (ANT),660,2.0
ANTIOQUIA,APARTADÓ (ANT),670,1.0
ANTIOQUIA,APARTADÓ (ANT),720,6.0
ANTIOQUIA,APARTADÓ (ANT),730,2.0
ANTIOQUIA,APARTADÓ (ANT),750,1.0
ANTIOQUIA,APARTADÓ (ANT),800,122.0
ANTIOQUIA,APARTADÓ (ANT),840,5.0
ANTIOQUIA,APARTADÓ (ANT),850,1.0
ANTIOQUIA,APARTADÓ (ANT),870,1.0
ANTIOQUIA,APARTADÓ (ANT),900,1.0
ANTIOQUIA,APARTADÓ (ANT),910,1.0
ANTIOQUIA,APARTADÓ (ANT),999,1.0
ANTIOQUIA,ARBOLETES (ANT),1,958.0
ANTIOQUIA,ARBOLETES (ANT),40,2.0
ANTIOQUIA,ARBOLETES (ANT),110,1.0
ANTIOQUIA,ARBOLETES (ANT),240,14.0
ANTIOQUIA,ARBOLETES (ANT),280,1.0
ANTIOQUIA,ARBOLETES (ANT),281,54.0
ANTIOQUIA,ARBOLETES (ANT),282,2.0
ANTIOQUIA,ARBOLETES (ANT),285,1.0
ANTIOQUIA,ARBOLETES (ANT),640,1.0
ANTIOQUIA,ARBOLETES (ANT),800,878.0
ANTIOQUIA,ARBOLETES (ANT),999,4.0
ANTIOQUIA,ARGELIA (ANT),1,2.0
ANTIOQUIA,ARGELIA (ANT),282,1.0
ANTIOQUIA,ARGELIA (ANT),720,1.0
ANTIOQUIA,ARMENIA (ANT),1,3.0
ANTIOQUIA,ARMENIA (ANT),200,3.0
ANTIOQUIA,BARBOSA (ANT),1,20.0
ANTIOQUIA,BARBOSA (ANT),30,1.0
ANTIOQUIA,BARBOSA (ANT),40,3.0
ANTIOQUIA,BARBOSA (ANT),50,1.0
ANTIOQUIA,BARBOSA (ANT),282,11.0
ANTIOQUIA,BARBOSA (ANT),360,2.0
ANTIOQUIA,BARBOSA (ANT),800,2.0
ANTIOQUIA,BELLO (ANT),1,303.0
ANTIOQUIA,BELLO (ANT),40,4.0
ANTIOQUIA,BELLO (ANT),50,1.0
ANTIOQUIA,BELLO (ANT),60,1.0
ANTIOQUIA,BELLO (ANT),80,3.0
ANTIOQUIA,BELLO (ANT),100,4.0
ANTIOQUIA,BELLO (ANT),200,13.0
ANTIOQUIA,BELLO (ANT),230,1.0
ANTIOQUIA,BELLO (ANT),240,3.0
ANTIOQUIA,BELLO (ANT),280,27.0
ANTIOQUIA,BELLO (ANT),281,54.0
ANTIOQUIA,BELLO (ANT),282,84.0
ANTIOQUIA,BELLO (ANT),283,2.0
ANTIOQUIA,BELLO (ANT),284,1.0
ANTIOQUIA,BELLO (ANT),285,6.0
ANTIOQUIA,BELLO (ANT),291,1.0
ANTIOQUIA,BELLO (ANT),320,1.0
ANTIOQUIA,BELLO (ANT),330,3.0
ANTIOQUIA,BELLO (ANT),340,4.0
ANTIOQUIA,BELLO (ANT),410,1.0
ANTIOQUIA,BELLO (ANT),470,1.0
ANTIOQUIA,BELLO (ANT),500,2.0
ANTIOQUIA,BELLO (ANT),560,2.0
ANTIOQUIA,BELLO (ANT),580,4.0
ANTIOQUIA,BELLO (ANT),690,1.0
ANTIOQUIA,BELLO (ANT),720,12.0
ANTIOQUIA,BELLO (ANT),730,3.0
ANTIOQUIA,BELLO (ANT),750,2.0
ANTIOQUIA,BELLO (ANT),800,42.0
ANTIOQUIA,BELLO (ANT),840,8.0
ANTIOQUIA,BELLO (ANT),920,1.0
ANTIOQUIA,BELLO (ANT),950,1.0
ANTIOQUIA,BELLO (ANT),970,1.0
ANTIOQUIA,BELLO (ANT),999,9.0
ANTIOQUIA,BELMIRA (ANT),1,1.0
ANTIOQUIA,BELMIRA (ANT),800,1.0
ANTIOQUIA,BETANIA (ANT),1,32.0
ANTIOQUIA,BETANIA (ANT),280,11.0
ANTIOQUIA,BETANIA (ANT),282,7.0
ANTIOQUIA,BETANIA (ANT),330,1.0
ANTIOQUIA,BETANIA (ANT),710,1.0
ANTIOQUIA,BETANIA (ANT),720,1.0
ANTIOQUIA,BETANIA (ANT),800,11.0
ANTIOQUIA,BETULIA (ANT),1,27.0
ANTIOQUIA,BETULIA (ANT),30,5.0
ANTIOQUIA,BETULIA (ANT),50,6.0
ANTIOQUIA,BETULIA (ANT),280,11.0
ANTIOQUIA,BETULIA (ANT),281,2.0
ANTIOQUIA,BETULIA (ANT),500,1.0
ANTIOQUIA,BETULIA (ANT),800,1.0
ANTIOQUIA,BETULIA (ANT),999,1.0
ANTIOQUIA,BRICEÑO (ANT),1,3.0
ANTIOQUIA,BRICEÑO (ANT),25,1.0
ANTIOQUIA,BRICEÑO (ANT),40,1.0
ANTIOQUIA,BRICEÑO (ANT),999,1.0
ANTIOQUIA,CAICEDO (ANT),1,1.0
ANTIOQUIA,CAICEDO (ANT),281,1.0
ANTIOQUIA,CALDAS (ANT),1,49.0
ANTIOQUIA,CALDAS (ANT),40,1.0
ANTIOQUIA,CALDAS (ANT),280,5.0
ANTIOQUIA,CALDAS (ANT),500,4.0
ANTIOQUIA,CALDAS (ANT),720,1.0
ANTIOQUIA,CALDAS (ANT),800,33.0
ANTIOQUIA,CALDAS (ANT),860,1.0
ANTIOQUIA,CALDAS (ANT),870,3.0
ANTIOQUIA,CALDAS (ANT),999,1.0
ANTIOQUIA,CARAMANTA (ANT),1,1.0
ANTIOQUIA,CARAMANTA (ANT),282,1.0
ANTIOQUIA,CAREPA (ANT),1,68.0
ANTIOQUIA,CAREPA (ANT),30,1.0
ANTIOQUIA,CAREPA (ANT),280,13.0
ANTIOQUIA,CAREPA (ANT),281,14.0
ANTIOQUIA,CAREPA (ANT),282,9.0
ANTIOQUIA,CAREPA (ANT),340,3.0
ANTIOQUIA,CAREPA (ANT),500,1.0
ANTIOQUIA,CAREPA (ANT),501,6.0
ANTIOQUIA,CAREPA (ANT),720,1.0
ANTIOQUIA,CAREPA (ANT),800,20.0
ANTIOQUIA,CAROLINA (ANT),1,8.0
ANTIOQUIA,CAROLINA (ANT),110,1.0
ANTIOQUIA,CAROLINA (ANT),281,1.0
ANTIOQUIA,CAROLINA (ANT),720,6.0
ANTIOQUIA,CAUCASIA (ANT),1,1077.0
ANTIOQUIA,CAUCASIA (ANT),40,20.0
ANTIOQUIA,CAUCASIA (ANT),150,2.0
ANTIOQUIA,CAUCASIA (ANT),200,4.0
ANTIOQUIA,CAUCASIA (ANT),240,3.0
ANTIOQUIA,CAUCASIA (ANT),280,3.0
ANTIOQUIA,CAUCASIA (ANT),281,63.0
ANTIOQUIA,CAUCASIA (ANT),282,3.0
ANTIOQUIA,CAUCASIA (ANT),285,2.0
ANTIOQUIA,CAUCASIA (ANT),291,1.0
ANTIOQUIA,CAUCASIA (ANT),340,9.0
ANTIOQUIA,CAUCASIA (ANT),510,1.0
ANTIOQUIA,CAUCASIA (ANT),590,2.0
ANTIOQUIA,CAUCASIA (ANT),610,1.0
ANTIOQUIA,CAUCASIA (ANT),720,1.0
ANTIOQUIA,CAUCASIA (ANT),800,961.0
ANTIOQUIA,CAUCASIA (ANT),999,1.0
ANTIOQUIA,CAÑASGORDAS (ANT),1,3.0
ANTIOQUIA,CAÑASGORDAS (ANT),340,1.0
ANTIOQUIA,CAÑASGORDAS (ANT),660,1.0
ANTIOQUIA,CAÑASGORDAS (ANT),800,1.0
ANTIOQUIA,CHIGORODÓ (ANT),1,2220.0
ANTIOQUIA,CHIGORODÓ (ANT),30,1.0
ANTIOQUIA,CHIGORODÓ (ANT),50,1.0
ANTIOQUIA,CHIGORODÓ (ANT),130,1.0
ANTIOQUIA,CHIGORODÓ (ANT),180,1.0
ANTIOQUIA,CHIGORODÓ (ANT),200,1.0
ANTIOQUIA,CHIGORODÓ (ANT),280,61.0
ANTIOQUIA,CHIGORODÓ (ANT),281,1898.0
ANTIOQUIA,CHIGORODÓ (ANT),282,240.0
ANTIOQUIA,CHIGORODÓ (ANT),285,1.0
ANTIOQUIA,CHIGORODÓ (ANT),500,1.0
ANTIOQUIA,CHIGORODÓ (ANT),590,1.0
ANTIOQUIA,CHIGORODÓ (ANT),660,1.0
ANTIOQUIA,CHIGORODÓ (ANT),700,1.0
ANTIOQUIA,CHIGORODÓ (ANT),800,1.0
ANTIOQUIA,CHIGORODÓ (ANT),840,9.0
ANTIOQUIA,CHIGORODÓ (ANT),999,1.0
ANTIOQUIA,CISNEROS (ANT),1,6.0
ANTIOQUIA,CISNEROS (ANT),25,1.0
ANTIOQUIA,CISNEROS (ANT),720,2.0
ANTIOQUIA,CISNEROS (ANT),800,3.0
ANTIOQUIA,CIUDAD BOLÍVAR (ANT),1,255.0
ANTIOQUIA,CIUDAD BOLÍVAR (ANT),100,1.0
ANTIOQUIA,CIUDAD BOLÍVAR (ANT),240,3.0
ANTIOQUIA,CIUDAD BOLÍVAR (ANT),280,2.0
ANTIOQUIA,CIUDAD BOLÍVAR (ANT),281,15.0
ANTIOQUIA,CIUDAD BOLÍVAR (ANT),282,226.0
ANTIOQUIA,CIUDAD BOLÍVAR (ANT),750,1.0
ANTIOQUIA,CIUDAD BOLÍVAR (ANT),999,7.0
ANTIOQUIA,COPACABANA (ANT),1,52.0
ANTIOQUIA,COPACABANA (ANT),30,1.0
ANTIOQUIA,COPACABANA (ANT),50,1.0
ANTIOQUIA,COPACABANA (ANT),60,1.0
ANTIOQUIA,COPACABANA (ANT),150,5.0
ANTIOQUIA,COPACABANA (ANT),280,2.0
ANTIOQUIA,COPACABANA (ANT),281,6.0
ANTIOQUIA,COPACABANA (ANT),282,11.0
ANTIOQUIA,COPACABANA (ANT),350,1.0
ANTIOQUIA,COPACABANA (ANT),360,1.0
ANTIOQUIA,COPACABANA (ANT),380,1.0
ANTIOQUIA,COPACABANA (ANT),560,1.0
ANTIOQUIA,COPACABANA (ANT),580,1.0
ANTIOQUIA,COPACABANA (ANT),720,6.0
ANTIOQUIA,COPACABANA (ANT),730,1.0
ANTIOQUIA,COPACABANA (ANT),800,6.0
ANTIOQUIA,COPACABANA (ANT),900,3.0
ANTIOQUIA,COPACABANA (ANT),999,4.0
ANTIOQUIA,CÁCERES (ANT),1,1674.0
ANTIOQUIA,CÁCERES (ANT),40,3.0
ANTIOQUIA,CÁCERES (ANT),60,1.0
ANTIOQUIA,CÁCERES (ANT),280,11.0
ANTIOQUIA,CÁCERES (ANT),281,29.0
ANTIOQUIA,CÁCERES (ANT),282,37.0
ANTIOQUIA,CÁCERES (ANT),470,2.0
ANTIOQUIA,CÁCERES (ANT),590,12.0
ANTIOQUIA,CÁCERES (ANT),720,2.0
ANTIOQUIA,CÁCERES (ANT),800,1577.0
ANTIOQUIA,DABEIBA (ANT),1,4747.0
ANTIOQUIA,DABEIBA (ANT),140,1.0
ANTIOQUIA,DABEIBA (ANT),240,3.0
ANTIOQUIA,DABEIBA (ANT),280,37.0
ANTIOQUIA,DABEIBA (ANT),281,4652.0
ANTIOQUIA,DABEIBA (ANT),282,27.0
ANTIOQUIA,DABEIBA (ANT),285,1.0
ANTIOQUIA,DABEIBA (ANT),500,1.0
ANTIOQUIA,DABEIBA (ANT),560,2.0
ANTIOQUIA,DABEIBA (ANT),720,1.0
ANTIOQUIA,DABEIBA (ANT),800,11.0
ANTIOQUIA,DABEIBA (ANT),999,11.0
ANTIOQUIA,EBÉJICO (ANT),1,2.0
ANTIOQUIA,EBÉJICO (ANT),750,2.0
ANTIOQUIA,EL BAGRE (ANT),1,880.0
ANTIOQUIA,EL BAGRE (ANT),40,1.0
